"","Date","Year","Month","DOY","Variable","Value"
"807",2010-04-19,2010,4,109,"Discharge_cfs",4100
"808",2010-04-19,2010,4,109,"SuspendedSedimentConcentration_mg.L",579
"809",2010-04-20,2010,4,110,"Discharge_cfs",4300
"810",2010-04-20,2010,4,110,"SuspendedSedimentConcentration_mg.L",516
"811",2010-04-21,2010,4,111,"Discharge_cfs",4440
"812",2010-04-21,2010,4,111,"SuspendedSedimentConcentration_mg.L",521
"813",2010-04-22,2010,4,112,"Discharge_cfs",4580
"814",2010-04-22,2010,4,112,"SuspendedSedimentConcentration_mg.L",528
"815",2010-04-23,2010,4,113,"Discharge_cfs",4490
"816",2010-04-23,2010,4,113,"SuspendedSedimentConcentration_mg.L",406
"817",2010-04-24,2010,4,114,"Discharge_cfs",4480
"818",2010-04-24,2010,4,114,"SuspendedSedimentConcentration_mg.L",357
"819",2010-04-25,2010,4,115,"Discharge_cfs",4310
"820",2010-04-25,2010,4,115,"SuspendedSedimentConcentration_mg.L",311
"821",2010-04-26,2010,4,116,"Discharge_cfs",3940
"822",2010-04-26,2010,4,116,"SuspendedSedimentConcentration_mg.L",245
"823",2010-04-27,2010,4,117,"Discharge_cfs",3910
"824",2010-04-27,2010,4,117,"SuspendedSedimentConcentration_mg.L",311
"825",2010-04-28,2010,4,118,"Discharge_cfs",3970
"826",2010-04-28,2010,4,118,"SuspendedSedimentConcentration_mg.L",352
"827",2010-04-29,2010,4,119,"Discharge_cfs",4170
"828",2010-04-29,2010,4,119,"SuspendedSedimentConcentration_mg.L",379
"829",2010-04-30,2010,4,120,"Discharge_cfs",4140
"830",2010-04-30,2010,4,120,"SuspendedSedimentConcentration_mg.L",253
"831",2010-05-01,2010,5,121,"Discharge_cfs",4030
"832",2010-05-01,2010,5,121,"SuspendedSedimentConcentration_mg.L",218
"833",2010-05-02,2010,5,122,"Discharge_cfs",3900
"834",2010-05-02,2010,5,122,"SuspendedSedimentConcentration_mg.L",200
"835",2010-05-03,2010,5,123,"Discharge_cfs",3670
"836",2010-05-03,2010,5,123,"SuspendedSedimentConcentration_mg.L",212
"837",2010-05-04,2010,5,124,"Discharge_cfs",3470
"838",2010-05-04,2010,5,124,"SuspendedSedimentConcentration_mg.L",192
"839",2010-05-05,2010,5,125,"Discharge_cfs",3470
"840",2010-05-05,2010,5,125,"SuspendedSedimentConcentration_mg.L",276
"841",2010-05-06,2010,5,126,"Discharge_cfs",3610
"842",2010-05-06,2010,5,126,"SuspendedSedimentConcentration_mg.L",237
"843",2010-05-07,2010,5,127,"Discharge_cfs",3700
"844",2010-05-07,2010,5,127,"SuspendedSedimentConcentration_mg.L",239
"845",2010-05-08,2010,5,128,"Discharge_cfs",3670
"846",2010-05-08,2010,5,128,"SuspendedSedimentConcentration_mg.L",205
"847",2010-05-09,2010,5,129,"Discharge_cfs",3940
"848",2010-05-09,2010,5,129,"SuspendedSedimentConcentration_mg.L",222
"849",2010-05-10,2010,5,130,"Discharge_cfs",4080
"850",2010-05-10,2010,5,130,"SuspendedSedimentConcentration_mg.L",224
"851",2010-05-11,2010,5,131,"Discharge_cfs",3990
"852",2010-05-11,2010,5,131,"SuspendedSedimentConcentration_mg.L",212
"853",2010-05-12,2010,5,132,"Discharge_cfs",3790
"854",2010-05-12,2010,5,132,"SuspendedSedimentConcentration_mg.L",159
"855",2010-05-13,2010,5,133,"Discharge_cfs",3660
"856",2010-05-13,2010,5,133,"SuspendedSedimentConcentration_mg.L",135
"857",2010-05-14,2010,5,134,"Discharge_cfs",2940
"858",2010-05-14,2010,5,134,"SuspendedSedimentConcentration_mg.L",167
"859",2010-05-15,2010,5,135,"Discharge_cfs",2970
"860",2010-05-15,2010,5,135,"SuspendedSedimentConcentration_mg.L",170
"861",2010-05-16,2010,5,136,"Discharge_cfs",2790
"862",2010-05-16,2010,5,136,"SuspendedSedimentConcentration_mg.L",142
"863",2010-05-17,2010,5,137,"Discharge_cfs",2660
"864",2010-05-17,2010,5,137,"SuspendedSedimentConcentration_mg.L",182
"865",2010-05-18,2010,5,138,"Discharge_cfs",3260
"866",2010-05-18,2010,5,138,"SuspendedSedimentConcentration_mg.L",160
"867",2010-05-19,2010,5,139,"Discharge_cfs",3560
"868",2010-05-19,2010,5,139,"SuspendedSedimentConcentration_mg.L",160
"869",2010-05-20,2010,5,140,"Discharge_cfs",3600
"870",2010-05-20,2010,5,140,"SuspendedSedimentConcentration_mg.L",143
"871",2010-05-21,2010,5,141,"Discharge_cfs",3570
"872",2010-05-21,2010,5,141,"SuspendedSedimentConcentration_mg.L",137
"873",2010-05-22,2010,5,142,"Discharge_cfs",3550
"874",2010-05-22,2010,5,142,"SuspendedSedimentConcentration_mg.L",133
"875",2010-05-23,2010,5,143,"Discharge_cfs",3580
"876",2010-05-23,2010,5,143,"SuspendedSedimentConcentration_mg.L",166
"877",2010-05-24,2010,5,144,"Discharge_cfs",3640
"878",2010-05-24,2010,5,144,"SuspendedSedimentConcentration_mg.L",166
"879",2010-05-25,2010,5,145,"Discharge_cfs",3750
"880",2010-05-25,2010,5,145,"SuspendedSedimentConcentration_mg.L",171
"881",2010-05-26,2010,5,146,"Discharge_cfs",3850
"882",2010-05-26,2010,5,146,"SuspendedSedimentConcentration_mg.L",163
"883",2010-05-27,2010,5,147,"Discharge_cfs",3630
"884",2010-05-27,2010,5,147,"SuspendedSedimentConcentration_mg.L",114
"885",2010-05-28,2010,5,148,"Discharge_cfs",3260
"886",2010-05-28,2010,5,148,"SuspendedSedimentConcentration_mg.L",120
"887",2010-05-29,2010,5,149,"Discharge_cfs",3240
"888",2010-05-29,2010,5,149,"SuspendedSedimentConcentration_mg.L",241
"889",2010-05-30,2010,5,150,"Discharge_cfs",3450
"890",2010-05-30,2010,5,150,"SuspendedSedimentConcentration_mg.L",229
"891",2010-05-31,2010,5,151,"Discharge_cfs",3780
"892",2010-05-31,2010,5,151,"SuspendedSedimentConcentration_mg.L",230
"893",2010-06-01,2010,6,152,"Discharge_cfs",3840
"894",2010-06-01,2010,6,152,"SuspendedSedimentConcentration_mg.L",190
"895",2010-06-02,2010,6,153,"Discharge_cfs",3710
"896",2010-06-02,2010,6,153,"SuspendedSedimentConcentration_mg.L",152
"897",2010-06-03,2010,6,154,"Discharge_cfs",3560
"898",2010-06-03,2010,6,154,"SuspendedSedimentConcentration_mg.L",128
"899",2010-06-04,2010,6,155,"Discharge_cfs",3380
"900",2010-06-04,2010,6,155,"SuspendedSedimentConcentration_mg.L",109
"901",2010-06-05,2010,6,156,"Discharge_cfs",3450
"902",2010-06-05,2010,6,156,"SuspendedSedimentConcentration_mg.L",106
"903",2010-06-06,2010,6,157,"Discharge_cfs",3470
"904",2010-06-06,2010,6,157,"SuspendedSedimentConcentration_mg.L",99
"905",2010-06-07,2010,6,158,"Discharge_cfs",3100
"906",2010-06-07,2010,6,158,"SuspendedSedimentConcentration_mg.L",86
"907",2010-06-08,2010,6,159,"Discharge_cfs",2840
"908",2010-06-08,2010,6,159,"SuspendedSedimentConcentration_mg.L",121
"909",2010-06-09,2010,6,160,"Discharge_cfs",2720
"910",2010-06-09,2010,6,160,"SuspendedSedimentConcentration_mg.L",115
"911",2010-06-10,2010,6,161,"Discharge_cfs",2530
"912",2010-06-10,2010,6,161,"SuspendedSedimentConcentration_mg.L",103
"913",2010-06-23,2010,6,174,"Discharge_cfs",1360
"914",2010-06-23,2010,6,174,"SuspendedSedimentConcentration_mg.L",94
"915",2010-06-24,2010,6,175,"Discharge_cfs",1340
"916",2010-06-24,2010,6,175,"SuspendedSedimentConcentration_mg.L",77
"917",2010-06-25,2010,6,176,"Discharge_cfs",1340
"918",2010-06-25,2010,6,176,"SuspendedSedimentConcentration_mg.L",64
"919",2010-06-26,2010,6,177,"Discharge_cfs",1360
"920",2010-06-26,2010,6,177,"SuspendedSedimentConcentration_mg.L",59
"921",2010-06-27,2010,6,178,"Discharge_cfs",1300
"922",2010-06-27,2010,6,178,"SuspendedSedimentConcentration_mg.L",56
"923",2010-06-28,2010,6,179,"Discharge_cfs",1280
"924",2010-06-28,2010,6,179,"SuspendedSedimentConcentration_mg.L",49
"925",2010-06-29,2010,6,180,"Discharge_cfs",1290
"926",2010-06-29,2010,6,180,"SuspendedSedimentConcentration_mg.L",50
"927",2010-06-30,2010,6,181,"Discharge_cfs",1220
"928",2010-06-30,2010,6,181,"SuspendedSedimentConcentration_mg.L",47
"929",2010-07-01,2010,7,182,"Discharge_cfs",1090
"930",2010-07-01,2010,7,182,"SuspendedSedimentConcentration_mg.L",46
"931",2010-07-02,2010,7,183,"Discharge_cfs",1040
"932",2010-07-02,2010,7,183,"SuspendedSedimentConcentration_mg.L",93
"933",2010-07-03,2010,7,184,"Discharge_cfs",1020
"934",2010-07-03,2010,7,184,"SuspendedSedimentConcentration_mg.L",121
"935",2010-07-04,2010,7,185,"Discharge_cfs",861
"936",2010-07-04,2010,7,185,"SuspendedSedimentConcentration_mg.L",82
"937",2010-07-05,2010,7,186,"Discharge_cfs",796
"938",2010-07-05,2010,7,186,"SuspendedSedimentConcentration_mg.L",74
"939",2010-07-06,2010,7,187,"Discharge_cfs",900
"940",2010-07-06,2010,7,187,"SuspendedSedimentConcentration_mg.L",107
"941",2010-07-07,2010,7,188,"Discharge_cfs",1250
"942",2010-07-07,2010,7,188,"SuspendedSedimentConcentration_mg.L",202
"943",2010-07-08,2010,7,189,"Discharge_cfs",1340
"944",2010-07-08,2010,7,189,"SuspendedSedimentConcentration_mg.L",162
"945",2010-07-09,2010,7,190,"Discharge_cfs",1390
"946",2010-07-09,2010,7,190,"SuspendedSedimentConcentration_mg.L",159
"947",2010-07-10,2010,7,191,"Discharge_cfs",1230
"948",2010-07-10,2010,7,191,"SuspendedSedimentConcentration_mg.L",117
"949",2010-07-11,2010,7,192,"Discharge_cfs",1170
"950",2010-07-11,2010,7,192,"SuspendedSedimentConcentration_mg.L",108
"951",2010-07-12,2010,7,193,"Discharge_cfs",1130
"952",2010-07-12,2010,7,193,"SuspendedSedimentConcentration_mg.L",91
"953",2010-07-13,2010,7,194,"Discharge_cfs",1080
"954",2010-07-13,2010,7,194,"SuspendedSedimentConcentration_mg.L",90
"955",2010-07-14,2010,7,195,"Discharge_cfs",1120
"956",2010-07-14,2010,7,195,"SuspendedSedimentConcentration_mg.L",85
"957",2010-07-15,2010,7,196,"Discharge_cfs",1450
"958",2010-07-15,2010,7,196,"SuspendedSedimentConcentration_mg.L",171
"959",2010-07-16,2010,7,197,"Discharge_cfs",1510
"960",2010-07-16,2010,7,197,"SuspendedSedimentConcentration_mg.L",126
"961",2010-07-17,2010,7,198,"Discharge_cfs",1490
"962",2010-07-17,2010,7,198,"SuspendedSedimentConcentration_mg.L",133
"963",2010-07-18,2010,7,199,"Discharge_cfs",1480
"964",2010-07-18,2010,7,199,"SuspendedSedimentConcentration_mg.L",95
"965",2010-07-19,2010,7,200,"Discharge_cfs",1470
"966",2010-07-19,2010,7,200,"SuspendedSedimentConcentration_mg.L",90
"967",2010-07-20,2010,7,201,"Discharge_cfs",1460
"968",2010-07-20,2010,7,201,"SuspendedSedimentConcentration_mg.L",846
"969",2010-07-21,2010,7,202,"Discharge_cfs",1390
"970",2010-07-21,2010,7,202,"SuspendedSedimentConcentration_mg.L",232
"971",2010-07-22,2010,7,203,"Discharge_cfs",1290
"972",2010-07-22,2010,7,203,"SuspendedSedimentConcentration_mg.L",99
"973",2010-07-23,2010,7,204,"Discharge_cfs",1540
"974",2010-07-23,2010,7,204,"SuspendedSedimentConcentration_mg.L",105
"975",2010-07-24,2010,7,205,"Discharge_cfs",1370
"976",2010-07-24,2010,7,205,"SuspendedSedimentConcentration_mg.L",334
"977",2010-07-25,2010,7,206,"Discharge_cfs",1180
"978",2010-07-25,2010,7,206,"SuspendedSedimentConcentration_mg.L",24700
"979",2010-07-26,2010,7,207,"Discharge_cfs",982
"980",2010-07-26,2010,7,207,"SuspendedSedimentConcentration_mg.L",1050
"981",2010-07-27,2010,7,208,"Discharge_cfs",798
"982",2010-07-27,2010,7,208,"SuspendedSedimentConcentration_mg.L",258
"983",2010-07-28,2010,7,209,"Discharge_cfs",866
"984",2010-07-28,2010,7,209,"SuspendedSedimentConcentration_mg.L",380
"985",2010-07-29,2010,7,210,"Discharge_cfs",871
"986",2010-07-29,2010,7,210,"SuspendedSedimentConcentration_mg.L",525
"987",2010-07-30,2010,7,211,"Discharge_cfs",859
"988",2010-07-30,2010,7,211,"SuspendedSedimentConcentration_mg.L",232
"989",2010-08-04,2010,8,216,"Discharge_cfs",1080
"990",2010-08-04,2010,8,216,"SuspendedSedimentConcentration_mg.L",3000
"991",2010-08-05,2010,8,217,"Discharge_cfs",1240
"992",2010-08-05,2010,8,217,"SuspendedSedimentConcentration_mg.L",1140
"993",2010-08-06,2010,8,218,"Discharge_cfs",1180
"994",2010-08-06,2010,8,218,"SuspendedSedimentConcentration_mg.L",1040
"995",2010-08-07,2010,8,219,"Discharge_cfs",1020
"996",2010-08-07,2010,8,219,"SuspendedSedimentConcentration_mg.L",390
"997",2010-08-08,2010,8,220,"Discharge_cfs",949
"998",2010-08-08,2010,8,220,"SuspendedSedimentConcentration_mg.L",318
"999",2010-08-09,2010,8,221,"Discharge_cfs",1030
"1000",2010-08-09,2010,8,221,"SuspendedSedimentConcentration_mg.L",407
"1001",2010-08-10,2010,8,222,"Discharge_cfs",991
"1002",2010-08-10,2010,8,222,"SuspendedSedimentConcentration_mg.L",262
"1003",2010-08-11,2010,8,223,"Discharge_cfs",986
"1004",2010-08-11,2010,8,223,"SuspendedSedimentConcentration_mg.L",633
"1005",2010-08-12,2010,8,224,"Discharge_cfs",1070
"1006",2010-08-12,2010,8,224,"SuspendedSedimentConcentration_mg.L",310
"1007",2010-08-13,2010,8,225,"Discharge_cfs",1240
"1008",2010-08-13,2010,8,225,"SuspendedSedimentConcentration_mg.L",1050
"1009",2010-08-14,2010,8,226,"Discharge_cfs",1170
"1010",2010-08-14,2010,8,226,"SuspendedSedimentConcentration_mg.L",350
"1011",2010-08-15,2010,8,227,"Discharge_cfs",1280
"1012",2010-08-15,2010,8,227,"SuspendedSedimentConcentration_mg.L",21700
"1013",2010-08-16,2010,8,228,"Discharge_cfs",1060
"1014",2010-08-16,2010,8,228,"SuspendedSedimentConcentration_mg.L",10300
"1015",2010-08-17,2010,8,229,"Discharge_cfs",794
"1016",2010-08-17,2010,8,229,"SuspendedSedimentConcentration_mg.L",762
"1017",2010-08-18,2010,8,230,"Discharge_cfs",574
"1018",2010-08-18,2010,8,230,"SuspendedSedimentConcentration_mg.L",226
"1019",2010-08-19,2010,8,231,"Discharge_cfs",690
"1020",2010-08-19,2010,8,231,"SuspendedSedimentConcentration_mg.L",485
"1021",2010-08-20,2010,8,232,"Discharge_cfs",875
"1022",2010-08-20,2010,8,232,"SuspendedSedimentConcentration_mg.L",478
"1023",2010-08-21,2010,8,233,"Discharge_cfs",1010
"1024",2010-08-21,2010,8,233,"SuspendedSedimentConcentration_mg.L",451
"1025",2010-08-22,2010,8,234,"Discharge_cfs",988
"1026",2010-08-22,2010,8,234,"SuspendedSedimentConcentration_mg.L",377
"1027",2010-08-23,2010,8,235,"Discharge_cfs",1010
"1028",2010-08-23,2010,8,235,"SuspendedSedimentConcentration_mg.L",1840
"1029",2010-08-24,2010,8,236,"Discharge_cfs",1330
"1030",2010-08-24,2010,8,236,"SuspendedSedimentConcentration_mg.L",4710
"1031",2010-08-25,2010,8,237,"Discharge_cfs",733
"1032",2010-08-25,2010,8,237,"SuspendedSedimentConcentration_mg.L",356
"1033",2010-08-26,2010,8,238,"Discharge_cfs",623
"1034",2010-08-26,2010,8,238,"SuspendedSedimentConcentration_mg.L",221
"1035",2010-08-27,2010,8,239,"Discharge_cfs",665
"1036",2010-08-27,2010,8,239,"SuspendedSedimentConcentration_mg.L",231
"1037",2010-08-28,2010,8,240,"Discharge_cfs",838
"1038",2010-08-28,2010,8,240,"SuspendedSedimentConcentration_mg.L",384
"1039",2010-08-29,2010,8,241,"Discharge_cfs",979
"1040",2010-08-29,2010,8,241,"SuspendedSedimentConcentration_mg.L",533
"1041",2010-08-30,2010,8,242,"Discharge_cfs",982
"1042",2010-08-30,2010,8,242,"SuspendedSedimentConcentration_mg.L",334
"1043",2010-08-31,2010,8,243,"Discharge_cfs",968
"1044",2010-08-31,2010,8,243,"SuspendedSedimentConcentration_mg.L",276
"1045",2010-09-01,2010,9,244,"Discharge_cfs",892
"1046",2010-09-01,2010,9,244,"SuspendedSedimentConcentration_mg.L",238
"1047",2010-09-02,2010,9,245,"Discharge_cfs",857
"1048",2010-09-02,2010,9,245,"SuspendedSedimentConcentration_mg.L",204
"1049",2010-09-03,2010,9,246,"Discharge_cfs",1030
"1050",2010-09-03,2010,9,246,"SuspendedSedimentConcentration_mg.L",346
"1051",2010-09-04,2010,9,247,"Discharge_cfs",1020
"1052",2010-09-04,2010,9,247,"SuspendedSedimentConcentration_mg.L",299
"1053",2010-09-05,2010,9,248,"Discharge_cfs",1040
"1054",2010-09-05,2010,9,248,"SuspendedSedimentConcentration_mg.L",321
"1055",2010-09-06,2010,9,249,"Discharge_cfs",1050
"1056",2010-09-06,2010,9,249,"SuspendedSedimentConcentration_mg.L",324
"1057",2010-09-07,2010,9,250,"Discharge_cfs",1080
"1058",2010-09-07,2010,9,250,"SuspendedSedimentConcentration_mg.L",298
"1059",2010-09-08,2010,9,251,"Discharge_cfs",1120
"1060",2010-09-08,2010,9,251,"SuspendedSedimentConcentration_mg.L",363
"1061",2010-09-09,2010,9,252,"Discharge_cfs",1120
"1062",2010-09-09,2010,9,252,"SuspendedSedimentConcentration_mg.L",317
"1063",2010-09-10,2010,9,253,"Discharge_cfs",1010
"1064",2010-09-10,2010,9,253,"SuspendedSedimentConcentration_mg.L",224
"1065",2010-09-11,2010,9,254,"Discharge_cfs",993
"1066",2010-09-11,2010,9,254,"SuspendedSedimentConcentration_mg.L",190
"1067",2010-09-12,2010,9,255,"Discharge_cfs",959
"1068",2010-09-12,2010,9,255,"SuspendedSedimentConcentration_mg.L",210
"1069",2010-09-13,2010,9,256,"Discharge_cfs",942
"1070",2010-09-13,2010,9,256,"SuspendedSedimentConcentration_mg.L",176
"1071",2010-09-14,2010,9,257,"Discharge_cfs",925
"1072",2010-09-14,2010,9,257,"SuspendedSedimentConcentration_mg.L",168
"1073",2010-09-15,2010,9,258,"Discharge_cfs",939
"1074",2010-09-15,2010,9,258,"SuspendedSedimentConcentration_mg.L",175
"1075",2010-09-16,2010,9,259,"Discharge_cfs",946
"1076",2010-09-16,2010,9,259,"SuspendedSedimentConcentration_mg.L",178
"1077",2010-09-21,2010,9,264,"Discharge_cfs",962
"1078",2010-09-21,2010,9,264,"SuspendedSedimentConcentration_mg.L",182
"1079",2010-09-22,2010,9,265,"Discharge_cfs",1460
"1080",2010-09-22,2010,9,265,"SuspendedSedimentConcentration_mg.L",8850
"1081",2010-09-23,2010,9,266,"Discharge_cfs",1030
"1082",2010-09-23,2010,9,266,"SuspendedSedimentConcentration_mg.L",2620
"1083",2010-09-24,2010,9,267,"Discharge_cfs",574
"1084",2010-09-24,2010,9,267,"SuspendedSedimentConcentration_mg.L",477
"1085",2010-09-25,2010,9,268,"Discharge_cfs",502
"1086",2010-09-25,2010,9,268,"SuspendedSedimentConcentration_mg.L",890
"1087",2010-09-26,2010,9,269,"Discharge_cfs",482
"1088",2010-09-26,2010,9,269,"SuspendedSedimentConcentration_mg.L",515
"1089",2010-09-27,2010,9,270,"Discharge_cfs",484
"1090",2010-09-27,2010,9,270,"SuspendedSedimentConcentration_mg.L",655
"1091",2010-09-28,2010,9,271,"Discharge_cfs",544
"1092",2010-09-28,2010,9,271,"SuspendedSedimentConcentration_mg.L",332
"1093",2010-09-29,2010,9,272,"Discharge_cfs",557
"1094",2010-09-29,2010,9,272,"SuspendedSedimentConcentration_mg.L",230
"1095",2010-09-30,2010,9,273,"Discharge_cfs",571
"1096",2010-09-30,2010,9,273,"SuspendedSedimentConcentration_mg.L",301
"1097",2010-10-01,2010,10,274,"Discharge_cfs",555
"1098",2010-10-01,2010,10,274,"SuspendedSedimentConcentration_mg.L",202
"1099",2010-10-02,2010,10,275,"Discharge_cfs",668
"1100",2010-10-02,2010,10,275,"SuspendedSedimentConcentration_mg.L",430
"1101",2010-10-03,2010,10,276,"Discharge_cfs",696
"1102",2010-10-03,2010,10,276,"SuspendedSedimentConcentration_mg.L",334
"1103",2010-10-04,2010,10,277,"Discharge_cfs",738
"1104",2010-10-04,2010,10,277,"SuspendedSedimentConcentration_mg.L",322
"1105",2010-10-05,2010,10,278,"Discharge_cfs",518
"1106",2010-10-05,2010,10,278,"SuspendedSedimentConcentration_mg.L",191
"1107",2010-10-06,2010,10,279,"Discharge_cfs",478
"1108",2010-10-06,2010,10,279,"SuspendedSedimentConcentration_mg.L",150
"1109",2010-10-07,2010,10,280,"Discharge_cfs",483
"1110",2010-10-07,2010,10,280,"SuspendedSedimentConcentration_mg.L",172
"1111",2010-10-08,2010,10,281,"Discharge_cfs",507
"1112",2010-10-08,2010,10,281,"SuspendedSedimentConcentration_mg.L",125
"1113",2010-10-09,2010,10,282,"Discharge_cfs",612
"1114",2010-10-09,2010,10,282,"SuspendedSedimentConcentration_mg.L",216
"1115",2010-10-10,2010,10,283,"Discharge_cfs",596
"1116",2010-10-10,2010,10,283,"SuspendedSedimentConcentration_mg.L",136
"1117",2010-10-11,2010,10,284,"Discharge_cfs",590
"1118",2010-10-11,2010,10,284,"SuspendedSedimentConcentration_mg.L",150
"1119",2010-10-12,2010,10,285,"Discharge_cfs",647
"1120",2010-10-12,2010,10,285,"SuspendedSedimentConcentration_mg.L",265
"1121",2010-10-13,2010,10,286,"Discharge_cfs",617
"1122",2010-10-13,2010,10,286,"SuspendedSedimentConcentration_mg.L",105
"1123",2010-10-14,2010,10,287,"Discharge_cfs",607
"1124",2010-10-14,2010,10,287,"SuspendedSedimentConcentration_mg.L",130
"1125",2010-10-17,2010,10,290,"Discharge_cfs",620
"1126",2010-10-17,2010,10,290,"SuspendedSedimentConcentration_mg.L",90
"1127",2010-10-20,2010,10,293,"Discharge_cfs",682
"1128",2010-10-20,2010,10,293,"SuspendedSedimentConcentration_mg.L",128
"1129",2010-10-21,2010,10,294,"Discharge_cfs",685
"1130",2010-10-21,2010,10,294,"SuspendedSedimentConcentration_mg.L",93
"1131",2010-10-22,2010,10,295,"Discharge_cfs",607
"1132",2010-10-22,2010,10,295,"SuspendedSedimentConcentration_mg.L",71
"1133",2010-10-23,2010,10,296,"Discharge_cfs",554
"1134",2010-10-23,2010,10,296,"SuspendedSedimentConcentration_mg.L",56
"1135",2010-11-01,2010,11,305,"Discharge_cfs",442
"1136",2010-11-01,2010,11,305,"SuspendedSedimentConcentration_mg.L",70
"1137",2010-11-02,2010,11,306,"Discharge_cfs",425
"1138",2010-11-02,2010,11,306,"SuspendedSedimentConcentration_mg.L",39
"1139",2010-11-03,2010,11,307,"Discharge_cfs",414
"1140",2010-11-03,2010,11,307,"SuspendedSedimentConcentration_mg.L",29
"1141",2010-11-04,2010,11,308,"Discharge_cfs",407
"1142",2010-11-04,2010,11,308,"SuspendedSedimentConcentration_mg.L",32
"1143",2010-11-05,2010,11,309,"Discharge_cfs",429
"1144",2010-11-05,2010,11,309,"SuspendedSedimentConcentration_mg.L",34
"1145",2010-11-06,2010,11,310,"Discharge_cfs",580
"1146",2010-11-06,2010,11,310,"SuspendedSedimentConcentration_mg.L",131
"1147",2010-11-07,2010,11,311,"Discharge_cfs",702
"1148",2010-11-07,2010,11,311,"SuspendedSedimentConcentration_mg.L",201
"1149",2010-11-08,2010,11,312,"Discharge_cfs",740
"1150",2010-11-08,2010,11,312,"SuspendedSedimentConcentration_mg.L",187
"1151",2010-11-09,2010,11,313,"Discharge_cfs",745
"1152",2010-11-09,2010,11,313,"SuspendedSedimentConcentration_mg.L",203
"1153",2010-11-10,2010,11,314,"Discharge_cfs",728
"1154",2010-11-10,2010,11,314,"SuspendedSedimentConcentration_mg.L",135
"1155",2010-11-11,2010,11,315,"Discharge_cfs",693
"1156",2010-11-11,2010,11,315,"SuspendedSedimentConcentration_mg.L",112
"1157",2010-11-12,2010,11,316,"Discharge_cfs",694
"1158",2010-11-12,2010,11,316,"SuspendedSedimentConcentration_mg.L",95
"1159",2010-11-13,2010,11,317,"Discharge_cfs",693
"1160",2010-11-13,2010,11,317,"SuspendedSedimentConcentration_mg.L",90
"1161",2010-11-14,2010,11,318,"Discharge_cfs",692
"1162",2010-11-14,2010,11,318,"SuspendedSedimentConcentration_mg.L",67
"1163",2010-11-15,2010,11,319,"Discharge_cfs",688
"1164",2010-11-15,2010,11,319,"SuspendedSedimentConcentration_mg.L",55
"1165",2010-11-16,2010,11,320,"Discharge_cfs",688
"1166",2010-11-16,2010,11,320,"SuspendedSedimentConcentration_mg.L",62
"1167",2010-11-17,2010,11,321,"Discharge_cfs",680
"1168",2010-11-17,2010,11,321,"SuspendedSedimentConcentration_mg.L",55
"1169",2010-11-18,2010,11,322,"Discharge_cfs",690
"1170",2010-11-18,2010,11,322,"SuspendedSedimentConcentration_mg.L",64
"1171",2010-11-19,2010,11,323,"Discharge_cfs",685
"1172",2010-11-19,2010,11,323,"SuspendedSedimentConcentration_mg.L",54
"1173",2010-11-20,2010,11,324,"Discharge_cfs",693
"1174",2010-11-20,2010,11,324,"SuspendedSedimentConcentration_mg.L",60
"1175",2010-11-21,2010,11,325,"Discharge_cfs",700
"1176",2010-11-21,2010,11,325,"SuspendedSedimentConcentration_mg.L",54
"1177",2010-11-22,2010,11,326,"Discharge_cfs",702
"1178",2010-11-22,2010,11,326,"SuspendedSedimentConcentration_mg.L",52
"1179",2010-11-23,2010,11,327,"Discharge_cfs",689
"1180",2010-11-23,2010,11,327,"SuspendedSedimentConcentration_mg.L",53
"1181",2010-11-24,2010,11,328,"Discharge_cfs",671
"1182",2010-11-24,2010,11,328,"SuspendedSedimentConcentration_mg.L",77
"1183",2010-11-25,2010,11,329,"Discharge_cfs",676
"1184",2010-11-25,2010,11,329,"SuspendedSedimentConcentration_mg.L",52
"1185",2010-11-26,2010,11,330,"Discharge_cfs",625
"1186",2010-11-26,2010,11,330,"SuspendedSedimentConcentration_mg.L",49
"1187",2010-11-27,2010,11,331,"Discharge_cfs",547
"1188",2010-11-27,2010,11,331,"SuspendedSedimentConcentration_mg.L",40
"1189",2010-11-28,2010,11,332,"Discharge_cfs",564
"1190",2010-11-28,2010,11,332,"SuspendedSedimentConcentration_mg.L",47
"1191",2010-11-29,2010,11,333,"Discharge_cfs",589
"1192",2010-11-29,2010,11,333,"SuspendedSedimentConcentration_mg.L",44
"1193",2010-11-30,2010,11,334,"Discharge_cfs",588
"1194",2010-11-30,2010,11,334,"SuspendedSedimentConcentration_mg.L",55
"1195",2010-12-02,2010,12,336,"Discharge_cfs",562
"1196",2010-12-02,2010,12,336,"SuspendedSedimentConcentration_mg.L",43
"1197",2010-12-03,2010,12,337,"Discharge_cfs",583
"1198",2010-12-03,2010,12,337,"SuspendedSedimentConcentration_mg.L",51
"1199",2010-12-04,2010,12,338,"Discharge_cfs",640
"1200",2010-12-04,2010,12,338,"SuspendedSedimentConcentration_mg.L",60
"1201",2010-12-05,2010,12,339,"Discharge_cfs",681
"1202",2010-12-05,2010,12,339,"SuspendedSedimentConcentration_mg.L",57
"1203",2010-12-06,2010,12,340,"Discharge_cfs",706
"1204",2010-12-06,2010,12,340,"SuspendedSedimentConcentration_mg.L",70
"1205",2010-12-07,2010,12,341,"Discharge_cfs",744
"1206",2010-12-07,2010,12,341,"SuspendedSedimentConcentration_mg.L",69
"1207",2010-12-08,2010,12,342,"Discharge_cfs",752
